(ratingA +/- deltaA), nameA, (scoreA) - (scoreB), nameB, (ratingB +/- deltaB)
2016-01-23,,,,
(1000.000 -6.000), Лазарев Константин, (1) - (4), Кулаев Лев, (1000.000 +6.000)
(994.000 -10.115), Лазарев Константин, (0) - (5), Зубко Дмитрий, (990.000 +10.115)
(983.885 -10.112), Лазарев Константин, (0) - (5), Мухин Анатолий, (980.000 +10.112)
(973.773 -9.538), Лазарев Константин, (0) - (5), Шурыгин Егор, (989.830 +9.538)
