1, Рогозин Антон, 1155.218
2, Попов Егор, 1151.122
3, Новиков Богдан, 1130.357
4, Данюшевский Петр, 1092.893
5, Черноножкин Василий, 1085.691
6, Лапыгин Антон, 1077.618
7, Зубко Дмитрий, 1069.788
8, Привалов Денис, 1050.848
9, Ермолаев Алексей, 1049.514
10, Абдулазизов Озод, 1044.663
11, Воробьев Петя, 1042.820
12, Борц Ларик, 1040.024
13, Сорокин Валентин, 1038.824
14, Нащекин Алексей, 1038.089
15, Сизякин Артем, 1028.901
16, Булатов Вадим, 1027.940
17, Пинчук Сергей, 1021.992
18, Иванов Алексей, 1019.469
19, Ковалев Александр, 1018.873
20, Клюйков Дмитрий, 1018.514
21, Гребенщиков Леонид, 1016.896
22, Дмитриев Павел, 1016.212
23, Ярцев Александр, 1014.608
24, Щербаков Григорий, 1011.902
25, Малахов Алексей, 1010.190
26, Телегин Антон, 1010.190
27, Володин Антон, 1009.041
28, Селин Станислав, 1008.617
29, Воронцов Денис, 1006.399
30, Сергеев Влад, 1005.854
31, Семенов Олег, 1004.709
32, Смирнов Виктор, 1004.038
33, Нестеренко Виталий, 1003.347
34, Димитров Максим, 1002.795
35, Игнатов Владимир, 1002.109
36, Шунин Иван, 1001.093
37, Овешников Андрей, 999.483
38, Овсяников Денис, 999.282
39, Елисеев Борис, 998.484
40, Шурыгин Егор, 996.969
41, Амирханов Артем, 994.969
42, Ефремов Александр, 994.635
43, Никитин Сергей, 993.489
44, Кравченко Зевс, 991.364
45, Анвартдинов Тимур, 991.145
46, Яник Петр, 991.095
47, Полевиков Александр, 990.233
48, Карташев Дмитрий, 990.051
49, Куклин Андрей, 989.862
50, Иванов Максим, 989.521
51, Мухин Анатолий, 989.289
52, Обернихен Константин, 987.512
53, Дынников Савел, 986.179
54, Чепрасов Дмитрий, 985.183
55, Ледовский Артур, 982.313
56, Зелянин Дмитрий, 982.014
57, Антонов Евгений, 981.817
58, Филиппов Александр, 981.777
59, Павлов Алексей, 981.125
60, Малынич Александр, 980.324
61, Трескунов Игорь, 980.303
62, Бушмакин Евгений, 980.198
63, Рыжов Александр, 979.817
64, Макаров Ян, 979.768
65, Ратников Николай, 979.623
66, Шеляпин Антон, 979.420
67, Гришин Виктор, 977.735
68, Ельшевский Антон, 976.791
69, Мягги Константин, 976.318
70, Федин Петр, 976.294
71, Белоусов Николай, 975.138
72, Селина Анна, 974.987
73, Смирнов Михаил, 974.644
74, Старк Сергей, 973.526
75, Леньшин Егор, 973.429
76, Литвиненко Антон, 972.524
77, Ковшиков Тимофей, 971.199
78, Николаев Денис, 971.017
79, Орловский Алексей, 970.101
80, Максимов Владимир, 969.065
81, Андреев Максим, 968.164
82, Ларин Филипп, 963.113
83, Смышляев Алексей, 961.198
84, Новикова Лилия, 959.649
85, Гольцов Василий, 952.661
86, Гончаренко Сергей, 951.255
87, Инина Марина, 951.057
88, Леонов Антон, 947.786
89, Волков Кирилл, 942.996
90, Пинчук Алексей, 941.962
91, Колмаков Петр, 934.506
92, Малич Антон, 934.483
