(ratingA +/- deltaA), nameA, (scoreA) - (scoreB), nameB, (ratingB +/- deltaB)
2014-01-25,,,,
(1000.000 -0.000), Воробьев Петя, (2) - (2), Ярцев Александр, (1000.000 0.000)
(1000.000 0.000), Воробьев Петя, (2) - (2), Анвартдинов Тимур, (1000.000 -0.000)
(1000.000 +0.024), Воробьев Петя, (2) - (2), Сизякин Артем, (1000.841 -0.024)
(1000.024 +9.836), Воробьев Петя, (4) - (0), Щербаков Григорий, (994.337 -9.836)
(1009.861 +0.075), Воробьев Петя, (2) - (2), Абдулазизов Озод, (1012.461 -0.075)
2014-02-16,,,,
(1009.935 +9.854), Воробьев Петя, (4) - (0), Абдулазизов Озод, (1004.859 -9.854)
(1019.789 -7.062), Воробьев Петя, (0) - (4), Попов Егор, (1124.972 +7.062)
(1012.727 -0.111), Воробьев Петя, (2) - (2), Леньшин Егор, (1008.858 +0.111)
(1012.616 +9.142), Воробьев Петя, (4) - (0), Антонов Евгений, (982.725 -9.142)
(1021.758 -9.282), Воробьев Петя, (0) - (4), Борц Ларик, (1046.759 +9.282)
2014-03-09,,,,
(1012.476 -0.359), Воробьев Петя, (2) - (2), Малич Антон, (1000.000 +0.359)
(1012.117 +0.407), Воробьев Петя, (2) - (2), Зубко Дмитрий, (1026.280 -0.407)
(1012.525 -0.338), Воробьев Петя, (2) - (2), Смирнов Виктор, (1000.782 +0.338)
(1012.187 +8.697), Воробьев Петя, (4) - (0), Антонов Евгений, (966.673 -8.697)
(1020.884 -0.839), Воробьев Петя, (2) - (2), Ярцев Александр, (991.659 +0.839)
2014-03-30,,,,
(1020.045 +9.251), Воробьев Петя, (4) - (0), Смирнов Виктор, (993.988 -9.251)
(1029.297 +7.869), Воробьев Петя, (4) - (0), Пинчук Сергей, (954.110 -7.869)
(1037.166 -0.290), Воробьев Петя, (2) - (2), Абдулазизов Озод, (1027.098 +0.290)
(1036.876 -9.768), Воробьев Петя, (0) - (4), Данюшевский Петр, (1044.923 +9.768)
(1027.108 +1.357), Воробьев Петя, (2) - (2), Рогозин Антон, (1074.559 -1.357)
2014-04-19_chronos_protocol,,,,
(1028.465 -0.812), Воробьев Петя, (2) - (2), Елисеев Борис, (1000.175 +0.812)
(1027.652 -0.732), Воробьев Петя, (2) - (2), Смирнов Виктор, (1002.164 +0.732)
(1026.920 -10.261), Воробьев Петя, (0) - (4), Сорокин Валентин, (1017.845 +10.261)
(1016.659 +8.982), Воробьев Петя, (4) - (0), Леонов Антон, (981.179 -8.982)
(1025.641 -3.369), Воробьев Петя, (1) - (2), Ковалев Александр, (985.219 +3.369)
(1022.273 +4.696), Воробьев Петя, (2) - (0), Кравченко Зевс, (1001.137 -4.696)
(1026.969 -4.872), Воробьев Петя, (0) - (2), Зубко Дмитрий, (1035.893 +4.872)
(1022.097 -5.161), Воробьев Петя, (0) - (2), Дмитриев Павел, (1010.883 +5.161)
2014-05-11_team,,,,
(1016.936 +9.565), Воробьев Петя, (4) - (0), Шурыгин Егор, (1001.803 -9.565)
(1026.501 +9.761), Воробьев Петя, (4) - (0), Ярцев Александр, (1018.198 -9.761)
(1036.262 -0.515), Воробьев Петя, (2) - (2), Сизякин Артем, (1018.368 +0.515)
2014-08-02,,,,
(1035.747 +11.149), Воробьев Петя, (4) - (0), Борц Ларик, (1075.835 -11.149)
(1046.896 -11.023), Воробьев Петя, (0) - (4), Клюйков Дмитрий, (1011.225 +11.023)
(1035.873 -0.588), Воробьев Петя, (2) - (2), Пинчук Сергей, (1015.417 +0.588)
(1035.285 +8.067), Воробьев Петя, (4) - (0), Малич Антон, (967.264 -8.067)
(1043.351 -0.531), Воробьев Петя, (2) - (2), Ковалев Александр, (1024.878 +0.531)
