(ratingA +/- deltaA), nameA, (scoreA) - (scoreB), nameB, (ratingB +/- deltaB)
2016-04-02_spb,,,,
(1000.000 +6.611), Селин Стас, (2) - (0), Лапыгин Антон, (1116.059 -6.611)
(1006.611 -4.986), Селин Стас, (0) - (2), Чирва Иван, (1007.582 +4.986)
